epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
90,1141.37,0.04355,0.05177,0.81291,0.00054,0.99984,0.98603,0.985,0.83486,0.71837,0.42402,2.02298,0.00089,0.0002378,0.0002378,0.0002378
91,1162.38,0.042,0.05083,0.81289,0.00052,0.99985,0.98603,0.985,0.83297,0.71953,0.41549,2.04507,0.00085,0.000218,0.000218,0.000218
92,1174.82,0.04151,0.05,0.81461,0.00053,0.99984,0.98603,0.985,0.83436,0.71832,0.42756,2.03651,0.00087,0.0001982,0.0001982,0.0001982
93,1187.28,0.04018,0.04923,0.81362,0.00052,0.99984,0.98603,0.985,0.83212,0.71897,0.42379,2.04249,0.00085,0.0001784,0.0001784,0.0001784
94,1199.82,0.03836,0.04781,0.81413,0.0005,0.99984,0.98603,0.985,0.83163,0.71819,0.43412,2.03911,0.00087,0.0001586,0.0001586,0.0001586
95,1212.37,0.03747,0.04723,0.81198,0.00053,0.99984,0.98603,0.985,0.83354,0.71828,0.42686,2.04193,0.00087,0.0001388,0.0001388,0.0001388
96,1224.88,0.03669,0.04655,0.81302,0.00051,0.99984,0.98603,0.985,0.83215,0.72018,0.43148,2.05743,0.00087,0.000119,0.000119,0.000119
97,1237.47,0.035,0.04497,0.8132,0.00051,0.99985,0.98603,0.985,0.8348,0.71987,0.43137,2.05321,0.00086,9.92e-05,9.92e-05,9.92e-05
98,1249.94,0.03359,0.04377,0.81277,0.00051,0.99984,0.98603,0.985,0.83304,0.7195,0.4395,2.05038,0.00086,7.94e-05,7.94e-05,7.94e-05
99,1262.58,0.03336,0.04343,0.81403,0.0005,0.99985,0.98603,0.985,0.8336,0.71902,0.44013,2.05079,0.00088,5.96e-05,5.96e-05,5.96e-05
100,1275.29,0.03187,0.04243,0.81359,0.00049,0.99985,0.98603,0.985,0.83321,0.7196,0.43988,2.05921,0.00087,3.98e-05,3.98e-05,3.98e-05
